gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,total_services,has_any_security,has_any_backup,is_long_term,avg_monthly_charges,charges_per_service,paperless_electronic,tenure_monthly_interaction
1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,3004.15,1,2,6,0,1,0,100.13833333333334,14.071428571428571,1,2856.5
1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,101.1,6994.8,0,3,7,1,1,1,98.51830985915493,12.6375,0,7077.0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,273.25,0,1,1,0,0,1,19.517857142857142,10.1,0,262.59999999999997
0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,5483.9,0,3,7,1,1,1,91.39833333333333,11.75625,1,5548.95
1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.25,1233.65,1,1,5,0,0,0,88.11785714285715,15.875,1,1238.25
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,74.4,527.9,1,0,3,0,0,0,65.9875,18.6,0,520.8000000000001
0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,81.0,4985.9,0,3,7,1,1,1,79.14126984126983,10.125,0,5022.0
0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,1258.35,0,1,5,1,1,1,57.19772727272727,10.041666666666666,1,1265.25
0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,60.85,111.4,0,0,4,0,1,0,37.13333333333333,12.17,0,121.7
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.95,43.95,0,0,2,0,0,0,21.975,14.65,0,43.95
1,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,2,86.05,308.1,0,0,4,0,1,0,61.620000000000005,17.21,0,344.2
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,20.25,383.65,0,1,1,0,0,1,19.182499999999997,10.125,0,384.75
0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9,1,2,4,1,0,0,82.4483870967742,17.03,0,2554.5
1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,19.4,1284.2,0,3,1,0,0,1,18.88529411764706,9.7,0,1299.8
1,1,1,0,72,1,2,1,2,2,2,0,0,2,2,1,1,102.65,7550.3,0,3,7,1,1,1,103.42876712328767,12.83125,0,7390.8
1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1110.05,0,3,1,0,0,1,20.55648148148148,9.95,0,1054.6999999999998
0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,19.55,99.6,0,0,1,0,0,1,16.599999999999998,9.775,0,97.75
1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,6707.15,0,3,6,1,1,1,93.1548611111111,13.642857142857142,0,6780.5
0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4164.4,0,3,8,1,1,1,81.6549019607843,9.350000000000001,0,4207.5
1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,5873.75,0,3,7,1,1,1,103.04824561403508,12.9,1,5779.2
1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,50.2,109.25,0,0,3,1,0,0,36.416666666666664,12.55,0,100.4
0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,88.55,179.25,1,0,5,0,1,0,59.75,14.758333333333333,1,177.1
1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,0,2,54.75,1338.15,1,1,4,1,0,0,53.526,10.95,0,1314.0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,862.4,0,2,1,0,0,1,18.348936170212767,9.975,0,917.6999999999999
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,8564.75,0,3,9,1,1,1,118.95486111111111,11.625,1,8253.75
0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,31.2,926.2,0,2,2,1,0,0,30.873333333333335,10.4,1,904.8
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1718.2,0,3,2,0,0,1,24.545714285714286,8.15,0,1687.05
1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,0,1,84.2,5956.85,0,3,8,1,1,1,82.73402777777778,9.355555555555556,0,5978.2
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,91.3,91.3,1,0,4,0,0,0,45.65,18.259999999999998,1,91.3
1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,4824.45,0,3,8,1,1,1,84.63947368421053,9.516666666666667,0,4796.400000000001
1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,1238.65,0,3,1,0,0,1,21.730701754385965,10.6,0,1187.2
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,79.5,1,0,3,0,0,0,39.75,19.875,1,79.5
0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2,0,2,2,0,0,1,23.179310344827588,8.516666666666667,0,715.4
0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.2,382.2,0,1,1,0,0,0,19.11,10.1,0,383.8
1,0,1,0,66,1,2,0,0,0,0,2,0,2,0,0,2,63.85,4264.6,0,3,5,1,0,0,63.650746268656725,10.641666666666667,0,4214.1
0,0,1,1,17,1,2,0,0,0,2,2,0,0,1,1,3,61.95,1070.7,0,1,5,1,1,1,59.483333333333334,10.325000000000001,0,1053.15
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1345.85,0,3,2,0,0,1,25.393396226415092,8.583333333333334,0,1339.0
0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,1045.25,0,1,4,0,1,1,52.2625,11.64,0,1105.8
0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,3003.55,0,2,8,1,1,1,81.17702702702704,9.538888888888888,0,3090.6
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1,467.55,1,0,2,0,0,0,58.44375,23.366666666666664,0,490.69999999999993
1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,7537.5,0,3,8,1,1,1,103.25342465753425,11.655555555555557,0,7552.8
1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,7482.1,1,3,8,1,1,1,110.03088235294118,12.366666666666667,1,7457.099999999999
1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,99.85,3343.15,0,2,6,0,1,1,95.51857142857143,14.264285714285714,1,3394.8999999999996
1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25,5427.05,1,3,6,0,1,0,93.5698275862069,13.607142857142858,0,5429.25
0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25,587.1,1,0,4,0,1,0,73.3875,17.25,1,603.75
0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8,100.8,1,0,6,0,1,0,50.4,14.4,1,100.8
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,161.15,0,0,1,0,0,0,17.905555555555555,9.775,0,156.4
0,0,0,0,69,1,2,1,0,0,2,2,2,2,2,0,2,104.0,7028.5,0,3,7,1,1,1,100.40714285714286,13.0,0,7176.0
0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,104.4,5232.9,0,3,7,1,1,1,102.60588235294117,13.05,0,5220.0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,225.85,0,0,1,0,0,1,20.53181818181818,9.75,0,195.0
0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,25.25,274.7,0,0,2,0,0,1,21.13076923076923,8.416666666666666,0,303.0
0,0,0,0,14,1,0,1,0,2,0,0,0,2,0,1,2,86.3,1180.95,1,1,4,0,1,0,78.73,17.259999999999998,1,1208.2
0,0,1,0,70,0,1,0,2,0,2,2,0,2,2,1,0,49.85,3370.2,0,3,5,1,1,1,47.46760563380281,8.308333333333334,0,3489.5
0,1,0,0,64,1,2,1,2,0,2,2,2,2,0,1,0,108.95,7111.3,0,3,8,1,1,0,109.40461538461538,12.105555555555556,0,6972.8
0,0,1,1,66,1,2,0,2,2,2,2,2,2,2,0,1,89.9,5958.85,0,3,9,1,1,1,88.93805970149255,8.99,0,5933.400000000001
0,0,1,1,71,1,0,0,2,0,2,2,2,2,2,1,1,82.0,5999.85,0,3,7,1,1,1,83.33125000000001,10.25,0,5822.0
1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,89.95,1648.45,0,1,4,0,0,0,78.49761904761905,17.990000000000002,0,1799.0
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,79.35,5753.25,0,3,7,1,1,1,78.81164383561644,9.91875,0,5713.2
0,0,1,1,71,1,0,0,2,2,2,2,0,0,2,0,1,64.05,4492.9,0,3,6,1,1,1,62.40138888888888,9.15,0,4547.55
1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,101.15,3956.7,0,2,6,0,1,0,101.45384615384614,14.450000000000001,0,3843.7000000000003
0,0,0,0,28,1,2,1,0,2,0,0,0,2,0,1,2,89.95,2625.55,1,2,5,0,1,0,90.53620689655173,14.991666666666667,1,2518.6
1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,76.45,1233.4,1,1,3,0,1,0,68.52222222222223,19.1125,1,1299.65
1,0,0,0,33,0,1,0,0,2,0,0,2,0,1,1,2,39.1,1309.0,0,2,3,0,1,1,38.5,9.775,1,1290.3
0,0,1,1,23,0,1,0,2,0,0,2,0,0,2,0,3,34.6,813.45,0,1,3,1,0,1,33.893750000000004,8.65,0,795.8000000000001
1,0,1,1,58,1,0,2,1,1,1,1,1,1,1,1,2,19.55,1108.8,0,3,1,0,0,1,18.79322033898305,9.775,1,1133.9
0,1,1,0,70,1,2,1,0,2,0,2,2,2,2,1,0,104.45,7349.35,0,3,7,1,1,1,103.51197183098591,13.05625,0,7311.5
1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.5,294.2,0,0,2,0,0,0,58.839999999999996,23.5,0,282.0
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.35,929.2,0,2,1,0,0,1,20.2,10.175,0,915.7500000000001
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.0,740.0,1,0,2,0,0,0,67.27272727272727,23.333333333333332,1,700.0
1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,19.45,754.5,0,2,1,0,0,1,20.39189189189189,9.725,0,700.1999999999999
1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,69.9,3883.3,0,3,6,1,1,0,70.60545454545455,9.985714285714286,0,3774.6000000000004
1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,3,59.7,1414.2,0,1,5,1,1,1,58.925000000000004,9.950000000000001,0,1373.1000000000001
0,0,1,1,41,1,2,0,2,2,2,0,2,0,1,1,1,78.35,3211.2,0,2,7,1,1,1,76.45714285714286,9.79375,0,3212.35
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,371.6,0,0,2,0,0,0,61.93333333333334,23.816666666666666,0,357.25
1,0,1,1,27,0,1,0,0,2,2,0,0,2,1,1,1,45.85,1246.4,0,2,4,0,1,1,44.51428571428572,9.17,0,1237.95
0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,95.85,0,0,5,1,0,0,47.925,15.975,1,95.85
0,0,1,1,67,0,1,0,2,0,0,2,0,0,2,0,1,35.7,2545.7,0,3,3,1,0,1,37.436764705882354,8.925,0,2391.9
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,89.55,6448.85,0,3,9,1,1,1,88.34041095890412,8.955,0,6447.599999999999
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1468.9,0,3,2,0,0,1,25.770175438596493,8.316666666666666,0,1397.2
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,2,24.85,1013.6,0,2,2,0,0,1,22.524444444444445,8.283333333333333,0,1093.4
0,1,1,0,66,1,2,1,0,2,0,0,2,2,0,1,2,100.8,6690.75,0,3,6,0,1,0,99.86194029850746,14.4,1,6652.8
0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,64.4,2088.75,1,2,6,1,1,1,59.67857142857143,9.200000000000001,0,2189.6000000000004
0,0,1,0,69,1,2,1,0,0,2,2,2,2,2,0,0,105.35,7240.65,0,3,7,1,1,1,103.43785714285714,13.16875,0,7269.15
0,0,1,1,1,1,2,1,2,0,2,0,2,2,0,1,2,102.45,102.45,1,0,7,1,1,0,51.225,12.80625,1,102.45
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,1,19.65,830.25,0,2,1,0,0,1,20.25,9.825,0,786.0
1,0,1,1,30,1,2,0,2,0,0,0,0,0,0,1,0,54.45,1588.7,0,2,4,1,0,0,51.248387096774195,10.89,0,1633.5
0,0,0,0,11,1,0,0,0,0,0,2,2,2,0,0,3,70.5,829.3,0,0,5,1,0,0,69.10833333333333,11.75,0,775.5
0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,20.1,302.45,0,1,1,0,0,1,18.903125,10.05,0,301.5
1,0,0,0,11,1,0,0,0,0,2,0,2,2,0,1,2,69.35,712.25,0,0,5,0,1,0,59.354166666666664,11.558333333333332,1,762.8499999999999
0,0,1,1,64,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1336.65,0,3,1,0,0,1,20.563846153846157,9.9,0,1267.2
1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,74.4,5360.75,0,3,7,1,1,1,73.43493150684931,9.3,0,5356.8
1,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,93.05,6735.05,0,3,7,1,1,1,92.26095890410959,11.63125,0,6699.599999999999
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,51.2,51.2,0,0,3,1,0,0,25.6,12.8,0,51.2
0,0,0,1,15,1,0,0,2,2,2,2,0,0,1,0,1,65.6,1010.0,0,1,6,1,1,1,63.125,9.37142857142857,0,983.9999999999999
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4847.05,0,3,7,1,1,1,79.45983606557377,10.06875,0,4833.0
1,0,0,0,56,1,0,0,2,0,2,0,0,0,1,0,3,52.7,3019.7,0,3,4,1,1,1,52.97719298245614,10.540000000000001,0,2951.2000000000003
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.85,161.65,0,0,1,0,0,1,17.961111111111112,10.425,0,166.8
0,0,0,0,3,1,0,1,0,0,2,2,0,0,0,0,1,80.1,217.55,1,0,4,1,1,0,54.3875,16.02,0,240.29999999999998
0,0,1,0,49,1,2,0,0,0,0,0,0,0,0,1,1,52.15,2583.75,0,3,3,0,0,0,51.675,13.0375,0,2555.35
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2,146.05,1,0,3,0,0,0,48.68333333333334,20.05,1,160.4
0,0,0,0,6,1,0,1,2,2,2,2,0,2,0,1,0,98.15,567.45,1,0,7,1,1,0,81.06428571428572,12.26875,0,588.9000000000001
1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,114.95,7711.25,0,3,9,1,1,1,108.60915492957747,11.495000000000001,0,8046.5
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,3,112.95,1384.75,1,0,8,1,1,0,106.51923076923077,12.55,0,1355.4
1,1,1,0,52,1,0,1,2,0,2,2,2,2,1,1,0,104.45,5481.25,0,3,7,1,1,1,103.41981132075472,13.05625,0,5431.400000000001
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,113.65,8124.2,0,3,9,1,1,1,111.2904109589041,11.365,0,8182.8
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,0,20.6,827.3,0,2,1,0,0,1,20.178048780487803,10.3,0,824.0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,70.9,1,0,2,0,0,0,35.45,23.633333333333336,0,70.9
0,1,0,0,3,1,0,1,0,0,2,0,2,0,0,1,2,86.85,220.95,1,0,4,0,1,0,55.2375,17.369999999999997,1,260.54999999999995
0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,91.55,3673.6,0,2,4,0,0,0,89.6,18.31,1,3662.0
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,49.85,0,0,3,0,1,0,24.925,12.4625,1,49.85
1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65,0,2,1,0,0,1,18.601612903225806,9.9,0,594.0
1,0,1,1,23,1,0,1,2,0,0,2,2,2,0,1,2,99.85,2331.3,1,1,6,1,0,0,97.1375,14.264285714285714,1,2296.5499999999997
1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,74.5,1,0,3,0,0,0,37.25,18.625,1,74.5
0,1,1,0,44,1,2,1,0,0,2,2,2,2,0,0,2,104.15,4495.65,0,2,7,1,1,0,99.90333333333332,13.01875,0,4582.6
1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,6941.2,1,3,8,1,1,0,105.16969696969697,12.127777777777778,1,7094.75
0,1,0,0,7,1,0,0,2,0,0,0,0,0,0,1,2,48.2,340.35,0,0,3,1,0,0,42.54375,12.05,1,337.40000000000003
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1789.9,0,3,2,0,0,1,24.519178082191782,8.366666666666667,0,1807.2
0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,100.15,908.55,0,0,6,1,0,0,100.94999999999999,14.307142857142859,0,801.2
0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2,1043.35,1,1,5,0,1,0,61.3735294117647,10.866666666666667,0,1043.2
1,1,1,1,66,1,2,1,0,0,2,0,2,2,0,1,1,99.5,6822.15,1,3,6,0,1,0,101.82313432835821,14.214285714285714,0,6567.0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55,71.55,1,0,2,0,0,0,35.775,23.849999999999998,0,71.55
1,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,3,55.9,157.55,0,0,4,1,1,0,39.3875,11.18,0,167.7
1,0,1,0,53,1,2,1,2,0,2,0,0,2,0,0,2,93.9,5029.2,1,3,6,1,1,0,93.13333333333333,13.414285714285715,0,4976.700000000001
1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,64.4,581.7,0,0,5,1,1,0,64.63333333333334,10.733333333333334,0,515.2
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,7318.2,1,3,8,1,1,1,104.54571428571428,12.044444444444444,0,7479.6
0,0,0,0,5,1,0,1,0,2,0,0,2,0,0,1,3,85.3,420.45,0,0,4,0,1,0,70.075,17.06,0,426.5
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,0,3,107.45,7576.7,0,3,8,1,1,1,103.7904109589041,11.93888888888889,0,7736.400000000001
0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,48.75,633.4,1,1,4,0,1,0,45.24285714285714,9.75,0,633.75
0,0,0,0,4,1,2,1,0,0,0,0,2,0,0,1,2,85.65,321.65,1,0,4,0,0,0,64.33,17.130000000000003,1,342.6
0,0,1,1,54,1,2,0,2,2,2,2,2,2,2,0,1,91.3,4965.0,0,3,9,1,1,1,90.27272727272727,9.129999999999999,0,4930.2
1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,0,0,85.95,6151.9,0,3,8,1,1,1,84.27260273972603,9.55,0,6188.400000000001
1,0,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,106.7,1253.9,1,0,7,0,1,0,96.45384615384616,13.3375,1,1280.4
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,25.15,1,0,1,0,0,0,12.575,12.575,1,25.15
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,45.2,0,0,2,0,0,0,22.6,15.066666666666668,0,45.2
0,0,1,0,54,1,2,1,0,2,2,2,2,2,1,0,2,110.35,5893.15,1,3,8,1,1,1,107.14818181818181,12.261111111111111,0,5958.9
1,0,1,1,69,1,2,1,0,0,2,0,0,0,2,1,1,79.2,5420.65,0,3,4,0,1,1,77.43785714285714,15.84,0,5464.8
0,0,0,0,48,1,0,0,2,2,0,0,0,0,2,0,1,55.5,2627.35,0,2,4,1,1,1,53.61938775510204,11.1,0,2664.0
0,0,1,1,48,1,2,1,2,2,0,0,2,2,1,1,1,103.25,5037.55,1,2,7,1,1,1,102.80714285714286,12.90625,0,4956.0
0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,90.25,743.75,0,0,5,1,0,0,82.63888888888889,15.041666666666666,1,722.0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,3,91.25,6589.6,0,3,9,1,1,1,91.52222222222223,9.125,0,6478.75
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,47.8,92.45,1,0,3,1,0,0,30.816666666666666,11.95,1,95.6
1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,100.9,6733.15,0,3,6,1,1,1,99.01691176470588,14.414285714285715,0,6760.3
1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,97.7,3410.0,0,2,6,0,1,0,97.42857142857143,13.957142857142857,0,3321.8
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,69.85,199.85,0,0,2,0,0,0,49.9625,23.28333333333333,1,209.54999999999998
0,0,1,1,9,1,0,0,0,2,0,2,2,0,1,1,3,65.6,593.3,0,0,5,1,1,1,59.33,10.933333333333332,0,590.4
1,0,1,1,71,1,0,1,2,2,2,0,2,2,1,1,0,104.65,7288.4,0,3,7,1,1,1,101.22777777777777,13.08125,0,7430.150000000001
1,0,0,0,57,1,2,1,0,0,0,2,2,0,2,1,1,90.45,5229.8,0,3,5,1,0,1,90.16896551724139,15.075000000000001,0,5155.650000000001
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,63.7,4464.8,0,3,7,1,1,1,61.16164383561644,7.9625,0,4586.400000000001
0,1,1,1,48,1,0,1,2,0,2,2,2,2,0,1,2,104.5,5068.05,0,2,7,1,1,0,103.4295918367347,13.0625,1,5016.0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,401.85,0,1,1,0,0,1,21.150000000000002,10.05,0,361.8
1,0,1,1,43,1,2,1,0,0,2,2,2,2,1,1,1,104.3,4451.85,0,2,7,1,1,1,101.1784090909091,13.0375,0,4484.9
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,93.25,6688.95,0,3,9,1,1,1,91.62945205479451,9.325,0,6714.0
1,0,1,1,35,1,2,0,0,0,0,2,2,2,1,1,0,73.45,2661.1,0,2,6,1,0,1,73.91944444444444,10.492857142857144,0,2570.75
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.7,73.05,0,0,1,0,0,0,14.61,10.35,0,82.8
0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1211.65,0,3,2,0,0,1,24.233,8.416666666666666,0,1237.25
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,0,0,100.5,7030.65,0,3,7,1,1,1,97.64791666666666,12.5625,0,7135.5
1,0,1,1,11,1,0,1,0,0,0,0,2,2,0,0,2,90.6,1020.2,0,0,4,0,0,0,85.01666666666667,18.119999999999997,0,996.5999999999999
1,0,1,1,63,1,2,0,2,2,2,2,2,2,2,1,1,89.4,5597.65,0,3,9,1,1,1,87.46328125,8.940000000000001,0,5632.200000000001
0,1,0,0,65,1,2,1,0,2,2,0,2,0,0,1,0,95.45,6223.3,0,3,6,0,1,0,94.29242424242425,13.635714285714286,0,6204.25
0,0,0,1,49,1,0,2,1,1,1,1,1,1,2,0,1,20.45,1024.65,0,3,1,0,0,1,20.493000000000002,10.225,0,1002.05
0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,1,1,98.6,2933.2,1,2,6,0,1,0,97.77333333333333,14.085714285714285,0,2859.3999999999996
0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,1258.3,1,1,5,1,1,0,78.64375,13.841666666666667,1,1245.75
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,2,19.95,82.9,0,0,1,0,0,0,16.580000000000002,9.975,1,79.8
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,0,1,109.15,7789.6,0,3,8,1,1,1,106.7068493150685,12.127777777777778,0,7858.8
0,1,1,0,26,1,0,1,0,0,2,0,2,0,0,1,1,85.7,2067.0,0,2,4,0,1,0,76.55555555555556,17.14,0,2228.2000000000003
0,1,1,0,35,1,2,1,0,0,2,0,2,2,0,0,0,102.05,3452.55,0,2,6,0,1,0,95.90416666666667,14.578571428571427,0,3571.75
0,0,0,0,57,1,2,1,0,2,0,2,0,2,1,0,2,94.7,5468.95,0,3,6,1,1,1,94.29224137931034,13.528571428571428,0,5397.900000000001
1,0,1,1,28,1,2,0,0,2,0,0,0,2,0,0,2,64.4,1802.15,0,2,5,0,1,0,62.143103448275866,10.733333333333334,0,1803.2000000000003
0,0,1,0,25,1,2,2,1,1,1,1,1,1,1,1,3,26.8,733.55,0,2,2,0,0,1,28.213461538461537,8.933333333333334,0,670.0
0,0,1,0,47,1,0,0,2,0,2,0,2,0,1,1,1,66.05,3021.45,0,2,5,1,1,1,62.946875,11.008333333333333,0,3104.35
0,0,1,1,57,1,2,0,2,2,0,2,0,0,0,0,0,65.2,3687.85,0,3,6,1,1,0,63.58362068965517,9.314285714285715,0,3716.4
1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,1391.15,0,1,4,0,0,0,81.83235294117648,17.009999999999998,0,1360.8
1,0,0,0,5,1,0,0,2,0,2,0,0,0,0,1,3,55.8,274.35,0,0,4,1,1,0,45.725,11.16,0,279.0
1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,1214.05,1,1,2,0,0,0,67.44722222222222,23.46666666666667,0,1196.8000000000002
0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75,5510.65,1,3,7,0,1,1,96.67807017543859,13.09375,0,5866.0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1322.85,0,3,1,0,0,1,18.121232876712327,9.975,0,1436.3999999999999
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.25,1973.75,1,1,5,0,0,0,89.7159090909091,15.708333333333334,1,1979.25
0,0,1,1,48,0,1,0,2,0,2,0,0,2,1,0,1,45.0,2196.3,0,2,4,1,1,1,44.82244897959184,9.0,0,2160.0
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,0,114.9,7843.55,0,3,9,1,1,1,113.67463768115942,11.49,0,7813.200000000001
0,0,0,0,30,1,2,1,2,0,0,2,2,2,0,0,0,106.4,3211.9,0,2,7,1,0,0,103.60967741935484,13.3,0,3192.0
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.1,130.15,0,0,2,0,0,0,32.5375,15.366666666666667,0,138.3
0,1,0,0,14,0,1,0,2,0,2,2,0,0,2,0,3,39.7,692.35,0,1,4,1,1,1,46.156666666666666,7.94,0,555.8000000000001
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,0,20.05,85.5,0,0,1,0,0,0,17.1,10.025,0,80.2
